,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
A_CONTVTY,-0.014872151916233195,-0.05854929402728019,0.06517563357513304,0.09253427147222769,0.12882685018821305,-0.04581696167684024,-0.14343419204411426,0.20679567806901206,-0.36791914352705873,0.02843747264287904,0.4552584916353779,-0.006566742371112294,0.10725103683296364,0.012744495710197437,0.017367951224224354,0.02773882858172566
M_MD_R3500,-0.015868407579026696,-0.15055042375354685,0.07916534302846695,0.09078065677495654,0.011606865528715139,0.3068734022433819,0.06625840948109933,-0.1760658279163374,-0.18339098439994714,0.028196796883762195,-0.13548352015750192,-0.02854228837713442,0.07530287916482567,0.001394354795446953,0.06046859182430431,-0.0949718930501542
M_MD_R750,-0.01680318614761442,-0.05781593246149135,-0.2147481623546515,-0.00040254896055930074,0.0051490306403240435,-0.21758025381644872,-0.1307411477089445,-0.032746121764228996,-0.11219399123375712,0.1077356436527264,-0.1924628830097761,0.114317820498683,0.12025701986838817,-0.13407927982811293,0.10261635302819758,-0.06418179814267012
M_MD_R3000,-0.017340652261194796,-0.12689507119329826,0.021958157177975023,0.0714943998213658,-0.10962957093276644,0.38253039871102845,0.03146483107883288,-0.11888523957095329,-0.09291547211800855,0.15644417278884784,-0.08543428610310998,-0.0326519727599158,0.04847606815799903,-0.0005869157445265389,0.12144188820270421,-0.051622647772533135
COMCEN,-0.017361375606808865,0.008495618485533468,-0.00829895218364644,0.029489520460814985,0.13148808331200668,0.09626870754930959,-0.026842758777519713,0.14101320349746863,-0.05708479527118679,-0.01817765328814859,-0.07488987686432028,0.6441228351826751,-0.03067814804977291,0.3147545518685141,0.1815074489382948,-0.13040642166246888
PUBINST,-0.01906832997803298,0.006669351773307741,0.036093546568608026,-0.006228498683420874,0.15758438073271525,0.028305446983183796,-0.02932628695166893,0.16599442896260247,0.08437790190694533,0.0585999450577205,-0.024794176425057535,-0.1856696230089137,0.17407963757461348,-0.033782058263126996,0.6409657002404389,-0.4713610111824392
LandUs,-0.019213530189667212,-0.06163458949438179,0.03296601850005798,0.05933764237478689,0.3732588781880856,0.1926653493246261,-0.1483999058485756,0.16971954072741868,0.16080474671466627,0.03122741534668661,-0.07308009181873248,0.1887434366570884,-0.033409544380074103,0.018401831115202334,0.023299457493322167,0.07297712330668366
CULSPOR,-0.02019812785046051,-0.03183819516926098,0.018459410542497168,0.03701671912514559,0.20422876798949868,-0.034365724851352114,-0.13920565234430124,-0.07737380737275368,0.13111757069022945,0.25886385287584224,0.07572201994372467,0.010294347321255476,-0.2989098759874043,-0.33533022728346495,0.047269541028660655,0.12009836972529414
M_MD_R1000,-0.033323661889718345,-0.07398306204693451,-0.23131341875894515,-0.0073743594203215,-0.05475856763668414,-0.08001163485225572,-0.11313454675225436,0.1123758079453145,-0.1778067074819742,0.05713247638020314,-0.155644755554959,0.11733319262783175,0.07880568874937793,-0.3201233106031059,0.03233678034986235,-0.05368374243179325
POP_SEG,-0.03455994235952834,-0.07227653247707569,0.006647470243806852,0.059488787665932165,0.1281277645258976,-0.07789518432421139,-0.11497948816213976,-0.10649989005113956,0.045787259896099414,0.29993780772001416,0.07708868268685778,-0.1103462956294951,-0.24700401580643067,-0.08579909629369087,-0.11166361235211916,-0.39771090707735024
BANKOFF,-0.03512463265579657,-0.009311042644351671,-0.00417432876567671,0.0034099380506359203,0.1151752348571056,0.30279533186216834,-0.07531239863243805,0.21084845926991508,0.13919570131912384,-0.14071756394846774,-0.15132556436769792,-0.2964024351704746,0.15033739456258408,-0.013863455102706514,-0.18303156594740286,0.10827864141811896
M_MD_R2500,-0.037405240735291334,-0.10182904815809496,-0.037751638233328076,0.017728572342620253,-0.19546098860985692,0.3911594371989824,-0.01478397800763751,-0.07623004845327849,-0.004149105501970604,0.19873166597243175,0.010754039682649218,-0.01365148662102062,-0.03983191635759986,0.05317051895218763,0.06103865309086824,0.04318344343316031
M_MD_R4000,-0.040494683621704705,-0.1293395938284759,0.12218792250015957,0.08770663804174521,0.16461175436563574,0.16662857855683508,0.1406852720861601,-0.23190267401623915,-0.2395510369260948,-0.08355857641363855,-0.119218696882993,-0.020440016306874267,0.031180677804216267,-0.06171899282480278,-0.036541699238512644,-0.05559037465606908
M_MD_R1500,-0.04549013043573924,-0.08352356779083395,-0.1827206753703311,0.00747824315749152,-0.17005787911208564,0.14560265438399445,-0.1136485311761872,0.17983779705941536,-0.08233845014640694,0.0173829310808323,0.05221569802987737,0.07898521596598487,-0.06759832639205199,-0.176944341215435,-0.17517971369025076,-0.03580474965516828
M_MD_R1250,-0.05110295922928796,-0.07153231548566771,-0.21336988836132798,0.0019140997022108835,-0.12451207243234588,0.07025488103611376,-0.12682091850885227,0.21787030440712687,-0.10996498716886964,0.025434259949149694,-0.07013390291580045,0.06895031933093443,0.007096403484645849,-0.262566887464987,-0.12055329493225178,-0.07585223265363794
M_MD_R2000,-0.05465668118465447,-0.07906017111461705,-0.11218996535037638,-0.0020235877203698366,-0.18462912567795847,0.2927189105560718,-0.0986891095298029,-0.0009214011973345255,-0.02419530741543883,0.1314455064976512,0.09029775833724607,0.05090236557551247,-0.13924488859452933,0.07160882977168219,-0.04908659102781779,0.08102432040840413
M_MD_R4500,-0.06187772855779064,-0.05715120467473228,0.12769354086740647,0.03940723691984478,0.2592624408090231,0.035331473928418504,0.17742254550717457,-0.2291040749584506,-0.23884971699857033,-0.13560221667469513,-0.07311719663386446,0.0007228041452874382,-0.04733732101575117,-0.1578840859321578,-0.026653399708853113,-0.032423718575861314
M_MD_R5000,-0.06952393669032977,0.0046007282901447105,0.12440703228474982,0.008935357981891394,0.2834829482048662,0.0023681473656861443,0.1898920634797802,-0.17710208002749722,-0.17884569509173132,-0.1299668643374962,-0.03948044199783106,-0.009196928244982664,-0.08729418706579122,-0.18674792370934357,-0.034542933443067886,-0.005636230467795678
M_MD_RN,-0.07924805670992825,0.183475517531238,-0.052700502513937035,-0.1731758480618877,0.11020758603289506,-0.031741072378386664,0.039719604644611384,0.06114217407591817,0.0009883026217937638,-0.06076054449131526,-0.015489775435498124,-0.09537040320672485,0.029936245702826603,0.005132523653622427,-0.02214281627182854,-0.026684809868964987
