,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
A_Ch_R4500,0.1348362235952484,-0.11287278249483165,-0.09134670306526005,0.016327783751336842,0.13367925908917141,0.09351788937370416,-0.03971644206513678,0.1697050867944773,-0.016831979993579434,0.05619221060381319,0.10466431650285332
A_Ch_R500,0.12904855811323976,0.15578972646442257,0.05961516802959052,-0.014671343804594164,-0.09949741260842242,-0.11160709097572867,-0.046423007065852145,0.0011701428280197917,0.002732506701937459,-0.02422081087696388,0.02813815859466364
M_CH_R500,0.12886785673457665,0.14930180049988048,0.08665980021668342,-0.0047090151453452215,-0.08765491661413101,-0.09950775123193265,-0.0076360811752814554,-0.00980279435549319,-0.06823480625234636,-0.007761041855008394,0.046423510330318385
A_Ch_R5000,0.12592098857446307,-0.11542867817140394,-0.09721219119383773,0.026079892576323326,0.12704000208788419,0.09826917375002527,-0.058495748030620645,0.21108499738487643,-0.010899138744290951,0.0523167264661273,0.130916243529279
A_I_R2500,0.12563102540341442,-0.14108599677245182,-0.0691873796674127,0.031009858181667908,-0.15373136285683378,0.06927070611766419,0.08701934842816804,-0.04893549982211454,-0.02489542992054864,-0.10405055036118158,-0.08059988939135558
A_I_R250,0.12076829022272219,0.14960025648093364,-0.010294120028852606,0.00046499833589707035,-0.09739484605254463,-0.04474621230975832,-0.17778118433622844,0.05223916600554652,-0.018201540987466073,-0.033874782153431086,-0.04467731502090355
T_Ch_R500,0.12059092010859414,0.13134167904234165,0.11256833875758757,0.04641821778299908,-0.14408563889886886,-0.019021440508315602,0.0858299148617793,0.043628294320125376,0.016221570690250264,0.10624737368823345,0.13084365532577388
A_I_R4000,0.11896109157431431,-0.14403100552754908,-0.10283035019697266,0.0755935898944243,-0.1600258050490224,0.048121640862322325,0.03330444324187029,0.02364364012259326,0.006382573756385062,-0.13072818602045894,0.02641415374048422
A_I_R4500,0.11462508466816461,-0.14550904941305412,-0.12087653085400615,0.07726473503861908,-0.16716559207328247,0.017760027397247417,-0.00623416160854491,0.043338219409812404,0.013734783540047606,-0.12049163216602829,0.03254235340129698
A_I_R5000,0.1124749697309346,-0.14524738843084942,-0.1335777523163219,0.06760475077191334,-0.16242361594513702,-0.006265209112302235,3.574254619993886e-05,0.06256765084699321,0.014974075460811892,-0.10443782706235986,0.032112667220814205
A_I_R3500,0.1122439723299009,-0.15567979465491544,-0.07248910893775974,0.07210637147295153,-0.1836915724962858,0.05892233384897636,0.06071028555594142,-0.008432496667875013,0.014251719118590531,-0.12033658499304006,-0.007673985499328653
T_Ch_R750,0.11137248761291375,0.07662381492485211,0.18410732452170966,0.04576141965524269,-0.11752572348902832,0.015981705482620075,0.18251066811645994,0.004485097677664447,-0.0344557901405909,0.05120676678084148,0.18762368161988152
A_I_R3000,0.1095057817582247,-0.16529235507061033,-0.06034650724127753,0.03258599214783268,-0.17406020808909944,0.0843084882205732,0.0858286013669254,-0.018653363480387007,-0.021036188642915402,-0.11625683073463648,-0.035704279593366986
A_I_RN,0.10913683916556728,-0.14120998487226386,-0.1281742971584308,0.02762166001224753,-0.133544018382432,0.006956266016319774,0.04983108828565597,0.12252364447605546,0.08685270206994801,-0.13157865822488146,0.040537592016491694
T_Ch_R1000,0.1057563247255049,0.010277752242484488,0.22820765685701416,0.0475668143465239,-0.0804949463705266,0.07605821833300626,0.14656960328844448,0.05411507252223774,-0.06439586278765351,0.044205504218799485,0.18337800096605214
M_CH_R250,0.09965588001565012,0.16845800989516455,0.0559462876383284,0.017711634600631486,-0.14285051831466433,-0.032191422852530155,-0.018420834634682647,0.1796164435334298,0.006623589132551969,0.20157738897021452,-0.032051893418305645
T_Ch_R250,0.09846696366349882,0.1565451099408456,0.07431582117393352,0.022039168271383767,-0.1449081942746032,-0.008966897563227506,0.046266195112366695,0.19353490118878933,-0.0035637911943462923,0.22427895186837418,-0.01133893006961019
T_Ch_R1250,0.09460582446066318,-0.04837677145350382,0.24652131728721752,0.07812848288088935,-0.031704437681522125,0.12049845509935443,0.10780738546959719,-1.2210867826107595e-05,-0.1092696594139526,0.020487031696883852,0.09557154388527565
T_Ch_R1500,0.08095587889405041,-0.07368556668583988,0.25382486180240593,0.07311748115468289,-0.04705514143376048,0.1404162558774044,0.10480612721944489,0.017184482279846192,-0.07121682760596303,-0.019537174035543618,0.05078268290297307
A_Ch_R250,0.0796882899190027,0.17351307680822453,0.05012450317136916,0.006785965843191153,-0.168722318786473,-0.029152037395453596,0.04124666190180268,0.1838068442779231,0.08680322370240542,0.2472263474002639,-0.05424892144155295
T_Ch_R2000,0.06977845249765552,-0.12812307974416237,0.24804609251643459,0.07336075003810812,-0.04824386420442298,0.09228115942940514,0.02952552826715037,0.012787435446608918,-0.0427663895849009,-0.05114305013841291,0.005804980063209171
A_Ch_RN,0.06891000771591356,-0.08460437344234789,-0.12816220544521068,-2.225001651662102e-05,0.03846528535474899,0.04207879368468715,-0.07872011139229887,0.33437888267337074,0.07611887933941776,-0.007568279065673512,0.19948682089338277
T_Ch_R2500,0.06026152012069746,-0.13936509397595728,0.25488989790611877,0.06987289342584953,-0.01831722725632934,0.058318134191868556,-0.01076838283810389,0.008694769690674547,0.02465909482680689,-0.03619743683497358,-0.021302806315886914
CONTVTY,0.05312332346162415,0.028845186819479826,0.07118169440587403,0.09915227293691965,0.20548501416523407,-0.1227150981864808,-0.2253445529380666,0.13674055990020298,-0.2383787462740399,-0.30710550075851056,0.0345024549327766
T_Ch_R3000,0.044323249952657476,-0.1492847331313708,0.25891929151551907,0.06014978374704589,-0.037598617022398695,0.01927375398186991,-0.033639677113356324,-0.007574971775057161,0.0543141199019206,-0.046646203342957306,-0.025768309326932644
INDUST,0.03987744985394279,0.12085687204494869,0.050454057188215995,0.1969215328347482,0.05560170267131023,-0.0761635719183406,0.3027924579083822,0.15306328937639135,0.07093379104379673,-0.027778408422230838,-0.030827727387823026
T_Ch_R3500,0.039623053797927694,-0.1542110910581272,0.25285300756890206,0.05936522963527446,-0.03149827851540022,0.00549497512036179,-0.08331076409767606,-0.022135160844086652,0.06288082025189672,-0.013754017413556885,-0.05247300589760651
T_Ch_R4000,0.037716978657366305,-0.15063090649440933,0.253707188104927,0.06072254895902283,-0.029911637112025945,-0.014666997579325849,-0.11203268050579324,-0.021262526703766993,0.04581333499333616,0.017661331209061444,-0.0666924828417212
M_MD_R5000,0.035562524256625254,0.17182909659157222,0.013764091896309543,0.03653246810806661,0.07828778153990167,0.11096535176054753,0.030414575728782072,0.07750087572578683,0.409624884761739,-0.1572307796267897,0.11260034330690719
T_Ch_R4500,0.03272035478003249,-0.1531334456584758,0.24761647471297332,0.05612755671609701,-0.021199896603675623,-0.013401158458950813,-0.11711265178315287,-0.03865405078310755,0.07115220741494589,0.04832045787560689,-0.10816054095786809
T_Ch_R5000,0.029127105959699782,-0.15913376540266508,0.2323281007558863,0.057810795705297374,-0.02177180170952595,-0.03119606680273755,-0.130599545455094,-0.034034790582710465,0.11070720467387264,0.05730759270873536,-0.12678296620834992
M_MD_R4000,0.022815735741617396,0.14917059386463796,-0.050291033692476735,0.2245053570675454,-0.005011807657930881,0.03194817992962498,-0.15241653509708739,-0.2029643571480059,0.20660307419250076,0.1070276374896827,0.07281460698225665
M_MD_R3500,0.021722119255377408,0.032634896597655824,-0.10983378467628134,0.27999538641416233,-0.0532794001968793,-0.07553476721328266,-0.2168138632755613,-0.2865075102612271,0.0009950547281816792,0.20898247268543185,0.04197764407263328
M_MD_R4500,0.014114326436713294,0.1914540028809029,0.0015684691239757566,0.0926118746339687,0.07235142280129367,0.07684831359109207,0.01892963168265874,0.008050106757192194,0.38453551797944063,-0.08699903944176175,0.13345476960576452
M_MD_R500,0.008459957573020633,-0.16145973548318485,-0.01878279000006819,-0.03411081377728781,0.1016989513444145,0.0288814359687743,0.26550732221742523,-0.3419358753978805,-0.0536195017079362,-0.028366598533930594,0.06576737598167692
COMSTO,0.0022756451970239156,-0.002905041279363902,-0.004158880964131334,0.27483093046865786,0.14094010852506572,0.04523914349037133,0.20658390172093652,0.0424183087164903,-0.04538489107576898,0.22211815264264426,-0.028074717561819503
COMCEN,1.0306521643901114e-16,5.051268513865588e-17,4.761684220331189e-17,1.2446229441747172e-16,-8.358574799786448e-17,-3.471366984775636e-17,2.947269467110278e-17,-2.5396687435499172e-17,3.384244632755311e-19,1.0030875060146487e-16,-2.189811038982807e-17
T_Ch_RN,-0.0005405732399712917,-0.10772270614604802,0.15088428258686218,-0.00024413413793511845,0.09110462984693313,-0.20577052008032443,-0.2184047593467931,0.010844872668476736,0.24276015145872357,0.10533647676717936,-0.12449875546471884
CULSPOR,-0.0017959278859337902,0.058135488449399995,-0.031289993400357416,0.0911424960199083,-0.07388737861848942,0.1186982813388293,-0.09989206829710971,-0.12190532916734266,0.3964072759769126,-0.2233205841474567,0.13021621655731214
A_CONTVTY,-0.0063323645265009445,0.04739319858025281,0.13025386223410187,0.10090238865973829,0.20572348694795606,-0.06337820091055954,-0.24279518624506857,0.11464351253810966,-0.23532578556153066,-0.28758849301873657,0.15181044431011198
M_MD_R250,-0.00721435296405186,-0.07413229144213847,0.06204997831445738,0.08725148999790647,0.2512095623381826,0.1798578084414326,-0.16915844222739726,-0.14588782575867765,-0.023016221443993085,-0.07500447438576135,0.2310036048974977
LandUs,-0.01192524686199827,0.051146649442551595,-0.009333531228029478,0.3680369755428028,0.14250676916605645,0.04137038097115127,0.18716728660324755,0.011611039038368324,0.0020476691790609993,0.09657108120455576,0.030802339829111704
PUBINST,-0.0248676004399795,0.0721113858403688,-0.04594593799631391,0.3218854414961399,0.02086775212879663,0.03621188896563267,-0.008855322509658056,-0.05010470281097278,0.08850830325472014,-0.10678269076633674,-0.0670055830748712
EDUCAT,-0.027595880363721955,0.02980919030824639,0.05515808430624793,0.03293568266180817,0.030111392391824046,0.14353078013047638,-0.07435099997018242,-0.08352850582833805,-0.10598983937797782,0.14403466107384286,0.42382947802598736
BANKOFF,-0.028900810735780533,0.03466487006301194,-0.04725191261105389,0.31531180376840023,0.17657913384661494,-0.13032295259028187,0.18644378601388958,0.030311883439503796,-0.07884348969343162,-0.11187801890136488,-0.1562124474034458
Park,-0.02890081073578054,0.034664870063012006,-0.0472519126110539,0.31531180376840046,0.1765791338466149,-0.13032295259028193,0.18644378601388972,0.03031188343950374,-0.07884348969343162,-0.11187801890136474,-0.15621244740344592
M_MD_RN,-0.03638082298163599,0.10485347730289496,0.16071767121950276,-0.21528657517135158,0.20889281554816133,0.17520913037489458,0.1033787067631342,0.03817307427336212,0.05196852430008798,-0.032581836865464564,-0.027361309792332363
M_MD_R3000,-0.060957659798772754,-0.1123894147801253,-0.08835410291482354,0.19491863859402514,-0.11836671150743464,-0.2718927527876844,-0.06384348854346594,-0.12541046456369478,0.00587563708908475,0.10140507502941372,0.1096947619832782
POP_SEG,-0.06503527616493382,-0.011754581877475523,0.01088540938800156,-0.04564062507708925,0.04562996184419089,-0.07032341509020339,0.026221679497387334,-0.29886362929956806,-0.06504472965415045,0.18407961945848011,0.3857010880284834
M_MD_R750,-0.0739897827767035,-0.10422726221892313,0.06512699938289948,-0.1665311580197089,0.14585307170645442,0.0482267606317225,0.24608463736042988,-0.15387743785704924,0.03608690761159339,0.07895908716864895,-0.15814672164771476
M_MD_R2500,-0.0857029386550519,-0.16053120264295317,-0.05075972163454161,0.05329935894341419,-0.1719401043190521,-0.24103442057079205,0.018198811106860543,0.018733489336538862,-0.016967855781978968,-0.0045337140693380755,0.1691126699431216
M_MD_R2000,-0.09439434695422612,-0.15827463921593024,-0.046847861488214446,0.035639905646602695,-0.10889842281416844,-0.23340156764500586,0.07179562768945832,0.0025944615361371734,-0.060454629953177144,0.04706487867743852,0.12495703029375017
M_MD_R1000,-0.09497395619230269,-0.14169834753868343,0.040222981191023015,-0.11774867683708654,0.09429905954988388,-0.014368784674978558,0.15306698380073078,-0.03723048211802733,0.30786880324752597,-0.08002244364472624,-0.004220657750312336
M_MD_R1500,-0.10279805964279287,-0.14515866578793302,-0.0008996722518367139,-0.03658779307090481,-0.03749042388105024,-0.22491582404023797,0.07191263639687437,0.08784650966376499,0.07207071823332269,-0.021992980809349243,0.18091962993954722
M_MD_R1250,-0.11367957488533367,-0.12069399569477483,0.017258310939401576,-0.06444321155883524,-0.007323294127503281,-0.1514335012574833,0.1360026645141897,0.11643006044702707,0.14666736349931608,-0.08099041015649971,0.21187040806937635
