,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
A_I_RN,0.1215126004530648,-0.12635669934111696,0.0877794407273456,0.051906509979808,-0.12198143332400813,0.15316841359311673,0.06624468528139422,0.09416003403449985,-0.07865319929961415,-0.12128788988200191,0.017710007925631658,0.0521346430653829
M_CH_RN,0.12078809257802763,-0.07525898888871398,-0.00979930531009956,0.10631059565043603,-0.04004934929429898,-0.12558425564676381,0.0784241841805873,-0.09815380073307774,0.12283107392995372,0.02964944087885748,0.06126035053670388,0.2296550058536873
A_Ch_R5000,0.1191933614598027,-0.15211642714938764,-0.04436892020344452,0.06682536983015991,0.0776297498068734,-0.11968362254680218,0.18100057414938236,0.025747162001800765,0.0016122044468158668,0.030636773136265272,-0.007879453347381495,0.09855117777351008
M_CH_R500,0.11177821222777173,0.17395881366298996,-0.0364212221149503,0.06212124463453797,-0.14643582683266917,-0.04262562632471431,-0.06258886378760267,0.0811610317120352,0.08825036551350862,0.04424996577464599,-0.05912654615705379,0.06340509533473818
T_Ch_R1250,0.10349350381045108,0.17692097800093506,0.11045027604962428,-0.012548217283653082,0.0716723590194042,0.05168841722974602,0.11650220569863041,-0.021385935825115224,0.026643349125025428,-0.09834789053580525,0.11074590535676293,-0.06863832194889402
T_Ch_R1000,0.1023095344839027,0.179727831395724,0.09639191789412072,0.009384659817820067,0.041556879716290275,0.047380366667250776,0.12563367758216148,-0.035668109427038415,0.09886482817948385,-0.10836207856186703,0.06163896756250234,-0.08289744693146306
A_Ch_RN,0.0996174726682297,-0.13707037921704454,-0.03235862564148717,0.06813794746490993,0.02402614368399771,-0.14498381767406135,0.2138927629917895,0.05277198688988864,-0.012025453921251095,-0.20102287485081302,0.042137877277035996,0.08109152507877873
A_Ch_R500,0.09814684589095109,0.17948711888515104,-0.03414922692966909,0.08473361926380112,-0.1622277495762462,-0.009300862459904698,-0.06436625703880051,0.059227354779265946,0.12808514282252906,0.049928311968605296,-0.07465976886871832,-0.027295993981043477
T_Ch_R2000,0.09580360721869685,0.16233889729427323,0.16541924685997264,-0.02540110760312754,0.12590435118415877,0.01378827247603754,0.10841891861150262,-0.03034107006330316,-0.05064181055422057,-0.06790957174683022,0.10927959102347558,-0.05899248935185973
T_Ch_R1500,0.09090792980571334,0.1829317387026346,0.12208724539143817,-0.014955162340269081,0.09482085569000785,0.039547713586426225,0.1059418920871805,-0.04793607676697925,0.011163449778380758,-0.0828860798804577,0.14617274697778518,-0.058865468991763585
T_Ch_R500,0.08610538665784401,0.19748359030478124,0.02745076487671975,0.0650722339606063,-0.0887369554973392,-0.04529054999624452,0.05733567576634305,0.026894484324048295,0.19600867731793825,-0.013705147503899506,-0.04711815427501501,-0.02843146162726945
T_Ch_R2500,0.08522131441059179,0.14920708856317905,0.21213965674191143,-0.030159348216251613,0.12486879851157988,-0.0047906433730746725,0.11909803250452895,-0.016344089446149377,-0.06244649773604186,-0.0031584382006289,0.10929957182485564,-0.059704539978428825
M_CH_R250,0.08434243834221024,0.13178264196521736,0.0467754847631054,0.0008392720318582393,-0.24704674486751493,-0.1426937462220752,0.02992427724382364,0.18171596360363185,-0.07011029568709079,0.15930282076273902,-0.04206150851879901,0.12026815693459206
M_MD_R500,0.0835553333157366,-0.034059842030372635,-0.11409802106130634,-0.1384923073405512,0.1712301336597476,0.14230613872004458,-0.1284826775078911,0.0017515137361052357,0.0028396720806931645,-0.25722142845637863,-0.12176039221171028,0.007987719625246786
T_Ch_R3000,0.08301269544675133,0.13501167458498653,0.24364927157470723,-0.028816621139837236,0.13560017735645177,-0.016962314844220668,0.07473887358204061,-0.020392763523957094,-0.05264238440821143,0.003027904762240665,0.0720650938350514,0.0028422714599641527
T_Ch_R750,0.082556060499965,0.19365907083695402,0.02815240767292873,0.04930345521059405,0.010555467860565219,0.018453902513335344,0.08810115804752039,-0.10218185903536713,0.21259009460597983,-0.09948471079475174,-0.0455933693628046,-0.08834128851400211
A_I_R250,0.08089844999621912,0.07212115768790069,0.0003639330967741423,0.07692533267629353,-0.09625414989464626,-0.0033063034949947917,0.05786154043819004,0.2345651730529773,0.16322947421016135,0.19733273883652136,-0.20964925862960526,-0.1576452937696915
T_Ch_R250,0.07600901475890184,0.15382192914524107,0.07537757130384692,0.024216449319579805,-0.21485825731506697,-0.12806694518184994,0.09204874521856482,0.1002818730845067,0.02738525202664111,0.1453444950024545,-0.08968808656870303,0.057584099023789276
M_MD_R750,0.07095874461319203,-0.0868953798688454,-0.03538040455333981,-0.25653108470256347,0.07068255077212103,0.10188100409483894,-0.03345808147301224,-0.029660340482120906,-0.20704226983223709,-0.09050648759353376,0.09051330002287944,-0.07819443223113977
T_Ch_R3500,0.06449032154148047,0.10815989863289169,0.2845749080916776,-0.05950764018634861,0.13474204480175905,-0.029070167093947847,0.05749574307151626,-0.02949328337917074,-0.01715647794676889,0.04115166885458972,-0.026576519045656385,0.036373065113420956
A_Ch_R250,0.057670796117405373,0.12114052787095986,0.07130444536112472,0.014144132658387912,-0.2776466492270917,-0.15825250435913146,0.04067953279097001,0.10159457894457,-0.14811812934883653,0.1803448774097097,-0.050294203628710066,0.06766674906887457
T_Ch_R4000,0.05760290377021529,0.10145676544515962,0.2960251373697395,-0.05449651796890375,0.11685860522334975,-0.033404359868060805,0.019309260206845952,-0.050646065914288864,-0.03754256511980209,0.04271667484001233,-0.08873034289767659,0.05993492438103306
T_Ch_R4500,0.04669906359378629,0.0888296586182162,0.3042989185531672,-0.05334938390098688,0.12615057366047294,-0.012799867049937609,0.03351208922334323,-0.06144478168637664,-0.032619454821490375,0.030994713708932465,-0.11365450933057365,0.10559779510585181
T_Ch_R5000,0.0333572702276809,0.07230413885410823,0.3055065312012865,-0.059759233135516954,0.12626130414484743,-0.019446435854051806,0.02496274384076272,-0.09040312934704546,-0.03153753984290369,0.03060121911683322,-0.13190384674482397,0.12984545084093846
EDUCAT,0.023989531854945338,0.014488152009425711,-0.06502911620138724,0.0306715916087084,0.19643608835942078,0.029757951902037998,0.23150773391767612,-0.08370184282035205,0.20647349003029533,0.2637683034658461,0.1369016888295502,-0.039393964788459954
M_MD_R1000,0.01646820264665426,-0.15203112981699834,0.11336963664211859,-0.16552797205895256,-0.06604705060049192,0.04452048359107436,-0.05360245515524179,-0.058877016980490623,-0.14005657646341618,0.18274212965013084,0.22503757983286202,-0.011404071824279292
COMCEN,2.357190881842249e-16,1.0567860870556882e-16,-9.98018765045968e-17,1.6995874829180193e-16,4.899332158316526e-17,-8.87142725278656e-18,8.105552161166277e-17,1.6852541294999252e-17,-5.9352351668818155e-18,2.0480739726903785e-17,3.432982411163601e-17,9.353528114746933e-17
CONTVTY,-0.01848382026536895,0.06376172166053597,-0.03880420806320703,-0.10546218971224605,0.15448837263211782,0.30763848938098387,-0.13883912718372238,0.0325763115373003,0.04878716028715416,0.19922997997288822,0.011965434350484845,0.40469498779319596
POP_SEG,-0.020996625070298456,0.010570993889148658,-0.10260429121646567,-0.05314208925143503,0.23490850006249586,0.04522577241712936,0.09754278946509044,0.09533568907817362,0.20503849745761213,-0.10796737808302424,-0.3108809660757108,-0.18086239927813513
PUBINST,-0.030848244886663687,0.04459773254681763,-0.09232886473448446,0.06408031082421303,0.11578577641951597,0.15978661005144035,0.1131713109153995,0.0324172871420868,-0.06334449014854775,0.019562480254781307,-0.07390869937433393,-0.39662711266807893
T_Ch_RN,-0.0421720988871414,-0.028964527478613954,0.10178225787593444,-0.12949068718058657,0.06612665819000416,-0.14934533718257187,-0.19623820649817367,-0.25016318200860804,-0.16359379669302787,0.0021768090599242154,-0.3447991237411247,-0.24355284859079235
M_MD_R1500,-0.04276221505871782,-0.10001852656004157,0.20699363529763523,0.01986731734789466,0.021738766914848284,-0.1280039445849421,-0.23087247262262123,-0.11829179454728458,0.26491526994069,0.05559150600006704,-0.015599023291565138,-0.06659386874141486
CULSPOR,-0.0521304926227111,-0.001402989596994139,-0.0935055011198977,-0.00997780532857174,0.03213367632006997,0.04189108882850969,0.06331807871752144,-0.08814064914442846,0.21635410522710596,0.14773261733545576,0.46384037434009445,-0.13288644349934375
M_MD_R250,-0.052281534488376004,-0.037180501238591214,-0.01507443433776955,0.12030482773703949,0.1540374585792623,0.1809814012753266,0.061070103883226125,0.08430504977010617,0.4023869876117616,-0.0739632603990452,-0.14815276188731394,0.18806227832707834
M_MD_R1250,-0.05421469954879989,-0.13923870878537684,0.20033589143811578,0.014895635527281027,0.021204288987296288,-0.06104050638786885,-0.1764540057535208,-0.028934108772068184,0.09070201666502803,0.1621729668731056,0.03535786058965431,-0.029958865450032054
A_CONTVTY,-0.056784898860594485,0.061179450689301244,-0.0016256284432689468,-0.13640134550827962,0.13500547902962706,0.3187067199988508,-0.14423375727856141,0.04564390096177647,0.058575783930658626,0.11072154552645645,-0.005009096328044334,0.36524369909245785
Park,-0.05729918014565467,-0.0005270108487656017,0.07365417048694994,0.30209840706031826,0.16727900607140722,-0.053386817343818865,-0.14067005364262541,0.1918295914091782,-0.09568064302191139,-0.030425438531159747,0.030776101228161795,0.03290999181863745
INDUST,-0.05729918014565475,-0.000527010848765676,0.07365417048695004,0.3020984070603185,0.1672790060714073,-0.05338681734381875,-0.14067005364262528,0.19182959140917802,-0.09568064302191129,-0.030425438531159702,0.030776101228161677,0.03290999181863751
M_MD_R4000,-0.05849132906958655,-0.011343021683323448,0.05887585927465014,0.2093214915663405,-0.09547796148806857,0.2845052810112361,0.13031965099144405,-0.033908237710266916,-0.2333125756559031,-0.10686683119952002,-0.08820687293164284,0.0953251735518241
M_MD_R2000,-0.058531479764133906,-0.12120620505930348,0.10983749858798311,0.11811648550249206,-0.05656055644088561,-0.001473599991886287,-0.18488065557173392,-0.2671424317972099,0.2608189211470635,0.051653001195267674,-0.022516691811938643,-0.04453373963996533
M_MD_R3500,-0.05944896109818255,-0.04497692229492497,0.10571689793685739,0.21713379246388817,-0.12546246526553045,0.2405122425270284,0.10503716885862673,-0.14372755065468434,-0.1473567855168061,-0.09267633999486807,0.05152245487308017,-0.04089886451059554
COMSTO,-0.0654711972084566,0.0036831376960226405,0.061950136468217086,0.299564435615338,0.1654804953938886,-0.049298879080734645,-0.13982688768076207,0.1932339962158679,-0.02633355807079696,-0.0267953646976111,0.022955789910481233,-0.04707976986224782
M_MD_RN,-0.06923189409717502,0.144555540544879,-0.13818345400008208,-0.06429081761346489,0.17450805602295455,-0.17041066666188268,0.08463774383666549,0.13311823316814125,-0.1490467042539236,-0.04788542622071738,0.07695598095101278,0.0863450158590266
LandUs,-0.07128177610390868,0.008885118900981074,0.03065040825628153,0.29943337210653387,0.20006021615412223,-0.012554811628454692,-0.08140210908924891,0.14741693541458867,-0.03297465175628927,0.048043434502184214,0.07857427039940135,-0.11717490819012498
BANKOFF,-0.0713796983655157,-0.012850765908527849,0.07408873098781486,0.2690995473582314,0.11537205088862532,-0.055733544395939597,-0.15632849597171078,0.09395228594818866,-0.15395150111006012,0.048346684747005875,0.0645528618901454,-0.005510390604689376
M_MD_R3000,-0.0723838734530825,-0.05482997684001688,0.10259836318007384,0.22032523217674882,-0.17936501996180065,0.1754315139366407,0.1475348172373254,-0.1832269104957453,-0.02887060586430388,0.03422074078293059,0.09587605873063898,-0.020543584508648773
M_MD_R4500,-0.07689630453989138,0.08059741277939618,-0.03665042125722188,0.12746643440029623,-0.06691414930273065,0.2159484105708848,0.18164399884412175,-0.11334195725859558,-0.16871463311028675,0.00024528917658768066,-0.348271592595511,0.07579067743874676
M_MD_R2500,-0.07837675026081607,-0.09592380959364614,0.11185971184776157,0.20921668501609256,-0.14070837868943017,0.09408752448763595,0.04549628340555458,-0.2410136383872704,0.07710034688607448,0.05259215611161039,0.03922101720177329,-0.027430569654128826
M_MD_R5000,-0.13057170163765577,0.0858621315360576,-0.09877551416470629,0.08371577912533412,-0.014143757137804917,0.039676486576185756,0.16910158706219197,-0.21472733675674177,-0.010896115433555533,0.11397776030121774,-0.08322647149634164,-0.007657902023230828
